Income,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Children,Total_AcceptedCmp
78420.0,604,28,674,91,28,28,1,3,10,8,1,56,0,0
75114.0,571,12,523,63,60,24,1,3,10,5,2,30,0,0
52278.0,953,0,71,0,0,174,6,10,5,10,8,59,1,0
35641.0,63,3,67,8,9,28,2,3,1,4,7,50,1,0
95529.0,770,29,890,250,27,24,1,7,3,7,3,28,0,0
62820.0,398,61,265,138,61,53,1,3,4,6,1,68,0,0
73113.0,741,19,154,50,9,28,1,3,4,7,2,62,0,0
84169.0,1478,19,403,0,19,0,1,7,6,6,3,40,0,0
42607.0,156,29,56,30,32,47,2,3,2,7,3,68,1,0
74637.0,960,64,464,146,0,16,1,6,9,9,3,68,0,1
46015.0,38,0,2,0,0,6,1,1,0,3,7,67,2,2
72354.0,315,26,473,220,12,182,1,2,10,6,1,29,0,0
39858.0,15,20,25,2,7,26,1,2,0,4,6,53,1,0
34469.0,19,6,20,0,5,12,3,1,1,4,4,74,2,0
83033.0,812,99,431,237,149,33,1,11,4,10,5,36,1,1
24401.0,73,28,217,10,24,115,3,6,1,6,8,43,0,0
77583.0,372,23,384,250,12,108,1,4,5,9,2,44,0,1
74116.0,871,111,704,145,55,166,1,4,4,10,2,40,0,0
74293.0,375,152,335,93,91,81,1,5,4,6,2,29,0,0
68397.0,760,80,466,17,13,80,1,6,9,5,3,46,1,0
79632.0,471,0,510,99,21,12,1,6,4,9,2,48,0,0
46107.0,31,9,27,16,9,33,1,1,1,4,3,33,1,0
64950.0,819,0,72,12,0,63,2,11,2,10,7,71,1,0
25443.0,1,4,3,8,9,7,1,1,0,3,8,33,1,0
75127.0,203,35,305,46,17,227,1,2,11,5,1,70,0,0
32892.0,26,0,15,2,1,2,2,3,0,3,8,51,1,0
71796.0,354,21,311,167,75,32,1,9,3,4,4,51,0,0
67536.0,1253,0,447,23,71,35,3,11,5,11,8,52,1,1
55239.0,371,17,238,23,24,106,3,7,5,11,5,51,1,0
60554.0,588,7,76,110,15,15,2,8,4,9,6,47,1,0
64831.0,480,86,249,75,86,144,8,6,3,5,6,70,2,0
56067.0,517,12,54,16,6,120,2,7,4,7,5,60,1,0
82025.0,267,98,606,48,70,98,1,3,2,6,1,39,0,0
94384.0,1111,24,790,160,45,172,0,5,8,5,2,69,0,1
51563.0,1166,0,48,0,0,36,1,4,4,10,8,35,0,0
57937.0,261,42,144,55,48,133,3,4,4,9,3,40,1,0
68274.0,135,25,51,23,25,46,2,4,2,5,3,43,2,0
39771.0,6,2,18,2,8,14,1,2,0,3,4,45,1,0
67893.0,711,28,142,49,18,47,2,3,2,9,8,47,1,0
27922.0,11,0,13,2,4,11,1,2,0,3,4,43,1,0
52190.0,42,0,17,0,0,18,3,2,1,3,5,46,2,1
44051.0,79,7,58,6,3,18,4,3,1,4,6,49,2,0
42767.0,20,6,43,19,5,38,1,3,1,2,8,51,2,0
46106.0,30,0,8,2,0,14,1,1,1,2,6,46,2,0
59754.0,115,27,44,4,146,139,3,5,2,6,5,57,1,0
53700.0,263,5,233,69,41,83,4,5,5,8,5,70,1,0
59041.0,69,2,15,2,2,6,2,2,0,4,5,49,2,0
54237.0,267,3,30,4,0,57,4,5,2,5,6,65,1,0
70647.0,561,85,171,25,123,114,2,4,7,13,2,55,1,0
52597.0,492,0,37,7,0,42,3,6,3,8,5,60,1,0
41021.0,14,7,9,6,16,12,2,2,0,3,6,53,1,0
40233.0,80,4,46,0,17,2,5,2,1,5,6,47,1,0
50183.0,97,12,84,13,10,15,7,3,1,6,5,42,2,0
54753.0,197,107,227,7,59,131,3,5,2,11,4,63,1,0
92955.0,693,21,925,31,24,84,1,6,7,9,2,49,0,1
33471.0,43,2,27,0,9,12,3,3,0,4,7,49,1,0
34596.0,14,0,2,0,0,7,1,1,0,2,8,48,1,0
44010.0,186,36,234,86,72,48,6,10,2,6,9,42,1,0
84219.0,434,137,400,45,137,45,1,3,4,10,1,34,0,0
40706.0,59,0,11,4,2,5,4,3,0,4,7,54,3,0
59052.0,230,35,75,63,57,31,3,7,1,7,5,63,1,0
80573.0,829,138,430,60,92,15,1,4,6,13,2,51,0,0
83715.0,318,8,407,150,35,8,1,2,8,13,0,60,0,0
82576.0,1206,55,445,168,18,18,1,2,4,12,1,63,0,0
56962.0,292,3,77,10,3,26,7,6,3,5,7,57,3,0
35704.0,30,9,12,2,11,30,3,2,0,4,4,70,2,0
53103.0,729,17,133,11,0,195,5,10,6,7,7,68,1,1
46779.0,12,1,3,0,0,7,1,0,1,2,4,62,2,0
33462.0,22,3,18,0,0,11,1,2,0,3,7,43,1,0
63693.0,587,43,337,42,87,54,3,11,6,9,6,44,1,0
80763.0,674,168,108,192,42,231,1,5,11,6,3,72,0,1
65352.0,284,3,84,4,7,23,2,4,2,8,4,48,1,0
82170.0,1023,93,651,49,55,37,1,5,6,7,2,44,0,0
75759.0,1394,22,708,89,91,182,1,9,7,9,5,53,0,2
79689.0,311,26,640,180,37,121,1,4,9,13,2,46,0,0
35340.0,27,0,12,0,1,5,2,2,0,3,5,66,2,0
85683.0,1296,17,311,45,69,51,1,2,4,10,1,68,0,2
24884.0,3,6,7,0,0,3,1,0,0,3,7,50,1,0
42021.0,393,5,136,7,5,27,5,10,1,6,9,41,1,1
64449.0,218,63,282,137,35,70,4,5,3,12,4,33,1,0
64587.0,66,0,16,0,6,20,2,1,1,4,3,68,2,0
34824.0,4,2,11,2,0,4,1,1,0,2,6,27,0,0
75437.0,795,0,545,95,58,0,1,8,4,10,6,44,0,1
26091.0,15,10,19,8,17,20,3,2,1,3,5,65,2,0
52845.0,384,25,292,130,41,64,3,8,8,6,6,49,1,1
46086.0,244,8,32,7,2,50,4,3,1,8,4,66,1,0
78028.0,158,19,288,25,0,38,1,6,4,9,7,66,1,0
95169.0,1285,21,449,106,20,20,1,4,3,4,1,35,0,1
56337.0,349,16,144,28,5,182,5,8,5,4,8,41,2,2
22434.0,4,12,11,3,13,15,2,2,0,3,8,35,1,0
36930.0,223,2,31,0,2,39,5,5,2,4,8,68,1,0
36130.0,157,43,127,68,56,37,6,3,8,4,4,68,1,1
65569.0,397,46,288,20,38,70,2,6,5,10,3,69,1,0
83844.0,901,31,345,75,31,191,1,4,4,11,1,70,0,0
36736.0,10,0,3,0,0,4,1,1,0,2,6,59,2,0
77568.0,1230,0,396,232,178,158,1,10,2,8,5,43,1,1
49187.0,81,1,31,2,1,0,1,1,1,5,2,46,1,0
30168.0,154,20,66,0,12,27,7,6,1,4,9,44,1,0
34053.0,63,0,21,7,0,12,1,3,0,3,8,54,1,0
38196.0,30,0,11,0,0,3,3,2,0,4,5,51,2,0
59412.0,90,67,165,30,43,11,1,4,2,8,3,71,0,0
70924.0,635,114,254,132,152,76,1,6,6,7,3,57,0,0
54165.0,127,4,73,15,6,11,1,2,1,7,2,53,0,0
32300.0,13,3,6,6,5,6,1,1,0,3,8,49,1,0
20180.0,18,42,24,15,20,18,1,2,1,4,7,46,0,0
34961.0,45,2,26,4,1,1,3,3,1,3,7,49,1,0
28440.0,38,1,24,0,0,0,1,2,0,3,8,48,1,0
64504.0,986,36,168,16,0,108,7,11,3,4,7,69,3,0
33564.0,61,0,3,0,0,7,1,1,1,3,5,56,1,0
56320.0,201,53,172,116,77,83,3,5,4,9,4,55,1,0
28647.0,19,8,29,0,12,26,1,2,2,2,7,44,1,1
32173.0,18,0,2,0,0,2,1,1,0,3,4,64,1,0
68316.0,806,80,161,120,11,33,5,10,7,10,6,58,1,0
74538.0,380,98,733,110,112,28,1,8,8,5,3,51,0,0
91700.0,576,172,961,125,115,19,1,8,6,5,3,51,0,0
68695.0,458,81,356,106,50,40,1,4,4,7,2,53,0,0
31056.0,5,10,13,3,8,16,1,1,0,3,8,45,1,0
79593.0,350,60,568,110,133,145,1,5,6,7,2,49,0,0
28071.0,39,33,130,41,26,44,2,5,1,5,8,42,0,0
37334.0,26,1,16,2,2,15,4,3,0,4,4,64,2,0
46423.0,68,0,16,0,0,8,3,2,0,4,7,50,2,0
37126.0,45,3,9,4,4,7,1,1,2,2,6,51,1,1
47703.0,359,0,134,13,26,123,4,6,3,8,5,69,1,0
61180.0,403,24,29,6,24,218,2,5,5,6,3,63,1,1
38998.0,34,1,14,0,0,5,3,2,0,3,8,68,2,0
76081.0,292,30,415,63,33,200,1,4,5,4,2,60,0,1
34728.0,14,0,16,0,0,6,1,1,1,2,6,36,1,0
33168.0,80,1,37,0,1,3,3,2,1,4,7,57,1,0
33585.0,30,11,33,13,6,29,1,2,0,4,4,56,1,0
77037.0,463,96,333,168,53,10,1,7,7,12,3,62,1,0
35196.0,75,12,141,43,39,187,6,6,1,5,8,38,1,0
44529.0,538,13,91,17,6,26,6,6,2,11,5,56,1,0
70924.0,635,114,254,132,152,76,1,6,6,7,3,57,0,0
28764.0,8,0,3,0,0,1,1,1,0,2,8,56,2,1
69098.0,1315,22,780,145,0,178,1,7,8,9,5,73,0,0
25959.0,4,2,12,7,5,26,2,1,2,2,6,52,2,0
27100.0,12,0,13,2,0,10,1,1,0,3,7,39,1,0
70596.0,347,44,534,17,0,26,1,3,5,12,2,37,0,0
42557.0,192,5,53,0,5,15,4,6,1,4,8,48,1,0
53312.0,241,0,12,0,0,25,1,5,1,5,7,71,0,0
72228.0,631,28,491,30,14,56,1,6,7,8,3,70,0,0
67605.0,336,28,282,184,54,54,1,2,8,6,1,35,0,0
62845.0,1099,0,45,0,0,34,11,3,4,10,8,73,2,0
65196.0,743,19,181,12,0,200,2,7,6,11,5,64,2,1
42000.0,124,83,267,85,59,35,2,5,2,11,5,35,0,0
35860.0,15,0,8,4,2,20,2,1,1,2,5,49,2,1
65526.0,397,19,69,12,0,9,1,4,4,8,2,58,1,0
83528.0,530,117,678,134,44,147,1,4,10,8,1,30,0,2
64176.0,1215,33,249,64,116,149,8,8,9,8,6,57,1,0
22304.0,3,2,7,0,4,2,1,1,0,2,8,66,0,0
67023.0,444,44,382,11,8,17,1,3,7,13,2,44,0,0
32892.0,26,0,15,2,1,2,2,3,0,3,8,51,1,0
70713.0,736,114,279,82,76,190,6,5,6,8,3,56,1,0
59925.0,473,21,176,19,21,56,3,9,2,9,6,67,1,0
39722.0,32,0,5,2,0,8,2,2,0,3,5,69,1,0
46610.0,288,10,30,4,10,125,1,6,1,6,6,64,0,0
88347.0,1050,178,555,77,138,118,1,4,7,9,1,61,0,1
87171.0,1001,44,107,58,44,44,1,6,7,11,2,41,0,1
26907.0,9,1,7,0,3,2,2,1,0,3,7,46,2,0
50014.0,234,14,77,19,10,42,2,4,1,8,5,54,1,0
41014.0,7,2,6,2,0,3,1,1,0,2,7,44,1,0
66294.0,251,108,334,65,92,117,1,4,3,5,2,57,0,0
36715.0,172,10,125,21,13,16,6,7,2,4,9,51,1,0
79456.0,565,42,548,64,83,99,1,5,6,4,3,66,0,0
40479.0,5,0,8,2,0,0,1,0,0,3,4,40,1,0
75345.0,918,57,842,99,38,133,1,5,8,6,3,52,0,1
54233.0,652,8,158,21,0,142,4,11,6,5,8,45,1,0
24163.0,4,1,7,2,1,2,2,1,0,3,4,52,2,0
84460.0,152,27,103,106,54,81,0,9,9,4,5,64,0,2
43776.0,8,0,9,2,1,3,1,1,0,2,6,39,1,0
71691.0,336,130,411,240,32,43,1,4,7,5,2,64,0,0
85844.0,938,19,843,25,95,38,1,6,6,7,2,49,0,0
39190.0,68,8,18,19,8,12,2,2,1,4,5,48,1,0
71367.0,227,23,389,42,21,75,1,4,5,7,2,63,0,0
38578.0,38,4,22,3,3,3,3,3,0,3,8,50,2,0
57236.0,105,0,9,2,1,4,3,2,1,4,3,57,2,0
61825.0,162,50,100,55,30,27,1,4,2,8,4,43,1,0
79803.0,574,8,216,21,16,33,1,4,3,5,1,64,1,0
80910.0,160,80,369,67,39,41,1,3,3,8,1,36,0,0
27590.0,6,0,5,0,0,1,1,1,0,2,7,40,1,0
56775.0,614,35,160,58,35,35,2,5,8,10,5,43,1,0
83829.0,897,161,430,186,161,27,0,4,7,6,1,47,0,2
54210.0,70,54,109,80,9,45,2,4,1,7,5,43,1,0
38508.0,120,19,206,25,19,54,6,7,2,5,8,36,1,0
53187.0,211,2,30,7,7,10,2,4,1,6,5,52,1,0
30023.0,11,0,16,7,6,21,1,2,0,3,8,50,1,0
76045.0,760,53,400,17,93,0,1,4,5,11,2,62,0,1
50870.0,53,0,8,0,0,2,1,2,0,3,5,70,1,0
65463.0,391,32,70,21,32,16,2,6,2,9,5,48,1,0
66480.0,199,9,57,20,21,6,7,4,1,7,4,57,2,0
76773.0,516,56,449,86,33,16,1,2,2,11,1,68,0,0
81698.0,709,45,115,30,160,45,1,8,2,5,5,39,0,1
54466.0,12,0,4,0,0,0,1,1,0,2,5,49,2,0
98777.0,1000,19,711,125,115,38,0,4,6,9,1,62,0,0
71819.0,1224,28,140,0,14,168,3,3,3,5,6,51,1,0
33569.0,16,2,18,3,0,24,1,1,1,2,8,39,1,1
36262.0,88,39,54,64,28,153,1,3,5,3,6,39,0,1
22634.0,2,23,11,8,6,46,1,2,1,2,8,56,0,0
47025.0,508,11,59,23,5,29,5,11,1,6,9,44,1,0
70566.0,381,28,215,84,28,21,2,6,5,9,3,54,1,0
31605.0,74,0,42,2,1,6,2,2,1,4,7,43,1,0
52034.0,146,0,93,7,13,73,5,4,2,5,7,49,2,0
48526.0,23,17,23,43,20,9,1,2,1,4,3,43,1,0
46734.0,110,5,137,26,23,29,2,6,1,5,7,68,1,0
39552.0,165,3,147,4,24,41,7,6,2,5,8,60,2,0
86358.0,957,47,494,82,47,95,4,5,3,6,8,56,2,0
46931.0,41,0,17,3,1,16,2,1,1,3,3,45,3,0
63998.0,176,29,818,0,33,112,1,7,6,11,4,70,0,0
67381.0,815,8,53,11,0,70,4,2,2,9,7,71,1,0
25930.0,6,1,2,2,0,4,1,1,0,2,7,55,2,0
42693.0,8,4,20,6,3,16,1,1,0,3,5,44,1,0
85606.0,717,42,864,219,30,84,2,6,7,9,3,46,1,1
72903.0,1067,138,750,0,19,39,1,7,5,8,4,37,0,1
49669.0,166,5,107,11,8,29,2,5,1,6,6,48,1,0
36778.0,29,4,34,2,4,4,3,3,0,3,9,54,2,0
85696.0,714,76,395,116,0,12,1,4,6,9,1,60,0,0
49678.0,229,5,56,3,2,20,2,6,2,4,7,61,1,0
56129.0,320,48,133,39,72,48,4,6,2,10,4,69,1,0
37155.0,23,0,26,7,15,3,1,2,0,4,5,33,1,0
21282.0,1,5,8,4,8,20,2,2,1,2,6,44,1,0
33419.0,56,0,12,0,0,18,2,2,0,4,7,60,1,0
63285.0,508,124,249,50,38,134,1,6,5,13,3,77,0,0
21255.0,29,0,25,2,2,3,4,2,1,4,4,48,1,0
42162.0,46,7,59,2,4,27,2,3,1,3,6,41,1,1
54450.0,454,0,171,8,19,32,12,9,2,8,8,66,2,0
57744.0,350,3,39,0,0,19,2,9,1,4,8,68,1,0
26576.0,10,0,8,0,0,9,1,1,0,2,9,36,1,1
57513.0,735,40,183,52,20,30,2,9,3,13,6,79,0,0
68142.0,897,126,196,91,112,37,3,10,4,7,6,58,1,0
83145.0,777,35,731,39,137,114,1,5,9,11,2,48,0,0
54197.0,162,6,37,6,13,13,2,1,3,6,1,62,1,0
23091.0,35,0,11,0,0,2,4,2,1,3,7,59,2,0
46049.0,342,9,112,19,14,19,10,5,2,9,7,46,2,0
56715.0,258,105,239,237,172,9,1,7,3,4,4,48,0,0
79410.0,658,80,483,123,13,13,1,3,2,5,1,61,0,0
57304.0,356,80,329,138,17,106,2,7,6,10,5,71,1,0
44375.0,213,5,28,7,7,41,1,4,1,6,5,57,1,0
54450.0,454,0,171,8,19,32,12,9,2,8,8,66,2,0
59594.0,457,4,29,0,0,9,1,8,1,7,7,57,1,0
80685.0,241,45,604,34,26,54,1,6,4,10,2,28,0,0
40344.0,210,0,6,0,0,2,2,4,1,5,7,48,1,0
62710.0,441,35,83,7,29,11,4,4,2,12,4,50,1,0
48985.0,19,13,18,10,7,8,1,1,1,3,3,54,1,0
35322.0,28,9,37,12,7,13,3,2,0,4,8,54,3,0
77142.0,476,75,162,29,151,97,1,4,4,8,2,74,0,0
81657.0,364,40,425,158,60,50,1,3,4,8,1,53,0,0
20130.0,0,6,3,7,6,12,1,1,0,3,8,48,0,0
74214.0,863,83,547,86,99,33,1,8,2,5,5,32,0,0
66726.0,349,7,35,0,0,47,3,8,2,4,7,65,2,0
23724.0,5,23,15,0,18,14,2,2,0,3,8,43,1,0
47353.0,184,2,19,8,8,4,3,2,2,6,5,62,1,0
33444.0,8,0,8,0,0,2,1,1,0,2,8,70,2,0
54386.0,277,21,64,62,21,25,2,3,2,10,3,41,1,0
28510.0,44,5,19,0,4,19,3,2,0,4,5,41,2,0
90638.0,1156,120,915,94,144,96,1,3,4,10,1,31,0,0
48070.0,373,14,83,6,9,19,3,8,2,6,7,72,1,0
43140.0,134,8,76,6,0,11,1,4,1,5,6,65,1,0
54959.0,1148,0,60,0,0,24,3,9,5,4,7,61,1,0
26954.0,4,1,11,0,0,1,1,1,0,2,7,51,1,0
22327.0,5,4,8,2,0,5,1,1,0,3,5,37,1,0
44393.0,24,2,20,2,2,10,2,1,0,4,4,57,2,0
62000.0,899,0,101,0,0,20,1,6,6,13,4,70,1,1
31497.0,108,1,28,13,1,4,2,3,1,4,8,60,1,0
45894.0,27,2,7,0,2,13,1,1,0,3,5,48,2,0
78579.0,816,66,549,216,66,99,1,5,6,4,3,52,0,0
67369.0,1298,0,70,37,14,42,4,7,4,10,4,53,1,0
58401.0,10,0,11,17,29,29,1,1,2,2,4,62,1,0
62307.0,87,13,34,10,6,10,1,4,0,4,5,70,1,0
43641.0,57,2,51,4,2,23,3,2,1,4,6,53,2,0
63841.0,635,15,100,20,7,131,1,9,3,9,6,54,1,0
46891.0,43,12,23,29,15,61,1,2,1,4,4,57,1,0
70091.0,964,34,137,15,0,11,2,5,2,10,8,53,1,0
78075.0,572,8,259,34,35,80,1,3,5,5,1,50,0,0
59184.0,341,142,113,259,151,66,3,6,6,12,5,61,1,0
54809.0,63,6,57,13,13,22,4,2,1,5,4,45,2,0
58113.0,221,104,169,102,78,84,3,9,2,8,7,63,1,0
51412.0,140,3,29,4,5,14,2,3,2,4,4,64,1,0
66636.0,291,10,689,84,10,0,1,3,4,9,1,65,0,0
50965.0,544,13,85,8,6,29,3,10,4,5,8,66,1,1
84618.0,684,100,801,21,66,0,1,6,9,10,2,57,0,0
40451.0,35,0,4,0,0,10,1,1,1,2,5,65,2,1
36317.0,87,3,25,3,2,13,2,3,0,4,7,57,1,0
42213.0,309,3,24,4,3,20,2,5,1,7,7,65,1,0
65748.0,172,73,93,95,78,34,2,2,4,10,1,67,1,0
77044.0,625,38,242,50,34,76,2,7,11,11,4,50,1,1
74918.0,972,59,913,25,19,59,1,5,9,6,3,53,0,0
56721.0,157,6,39,6,13,75,5,4,1,5,6,50,2,0
42160.0,48,9,45,3,15,20,4,2,1,4,6,47,2,0
61559.0,279,83,88,32,14,34,1,4,2,10,3,57,1,0
33629.0,132,0,16,0,0,4,5,3,1,4,9,59,2,0
68682.0,919,0,505,99,30,45,1,4,9,10,2,31,0,0
34377.0,62,0,22,3,1,26,2,2,2,2,7,59,1,0
26228.0,2,6,4,3,1,9,1,1,0,2,8,49,1,0
77297.0,408,61,109,48,122,41,1,5,7,9,4,65,0,1
40211.0,51,1,7,2,1,25,2,2,1,2,8,41,2,1
33438.0,62,1,16,3,2,6,4,2,1,4,5,64,2,0
75032.0,952,12,180,47,12,12,2,5,4,9,3,63,1,0
61284.0,618,15,106,20,7,45,1,11,2,8,6,67,0,0
22518.0,11,7,12,2,2,27,2,2,1,2,5,36,1,1
54730.0,318,3,17,4,7,56,5,4,1,8,4,47,1,0
38452.0,56,0,14,0,0,2,3,3,0,3,7,67,2,0
44421.0,110,5,59,7,1,7,5,5,0,4,8,51,2,0
38197.0,23,0,11,2,1,3,1,1,0,3,5,36,1,0
41986.0,27,5,8,8,3,12,3,3,0,4,4,44,1,0
28427.0,18,3,19,3,3,6,2,2,0,3,8,39,1,0
37395.0,18,0,9,0,1,11,1,1,0,3,6,46,1,0
64722.0,303,0,280,60,147,15,4,8,2,11,6,51,1,0
55249.0,97,1,19,2,0,11,1,2,1,4,3,66,1,0
84906.0,997,15,414,99,30,76,1,5,6,12,2,50,0,1
28691.0,5,4,13,8,0,4,1,1,0,3,8,33,1,0
44213.0,95,11,35,0,4,7,4,2,1,5,6,70,2,0
25707.0,1,6,2,3,6,3,1,1,0,3,7,38,1,0
59062.0,46,1,12,3,0,9,2,2,0,3,4,55,3,0
76624.0,411,106,147,54,115,66,1,5,10,7,1,60,1,1
66000.0,244,51,270,101,0,45,1,1,3,5,1,75,0,0
27683.0,152,9,121,12,12,45,4,6,2,4,8,44,1,0
40521.0,12,0,5,0,0,4,1,0,1,2,5,54,2,0
20427.0,5,0,4,0,0,1,1,1,0,2,8,49,1,0
65106.0,790,19,133,12,0,19,3,8,3,13,6,47,1,0
69969.0,882,29,514,38,29,44,1,4,2,6,3,57,0,1
67433.0,615,28,259,12,48,30,4,6,5,13,4,70,2,0
77766.0,1004,59,265,115,59,27,2,11,10,11,6,55,1,1
74716.0,133,27,421,13,195,71,2,7,3,5,4,50,1,0
68118.0,595,23,123,10,23,154,2,8,9,4,6,59,1,0
55158.0,293,0,87,4,11,23,4,7,2,5,7,52,2,0
62972.0,313,15,47,20,0,192,2,7,4,3,6,67,1,0
74190.0,151,81,86,168,91,64,2,4,2,11,2,47,1,0
39356.0,15,0,2,0,0,6,1,1,0,2,6,46,2,1
76653.0,736,63,946,219,189,126,1,4,7,11,2,53,0,1
35860.0,15,0,8,4,2,20,2,1,1,2,5,49,2,1
90687.0,982,17,672,23,34,51,1,6,2,8,2,39,0,0
73450.0,1142,51,415,90,69,37,1,7,8,11,3,40,0,2
31454.0,28,0,11,0,0,9,3,2,0,3,8,62,2,0
47139.0,46,0,12,0,2,23,2,2,1,2,7,70,2,0
83829.0,897,161,430,186,161,27,0,4,7,6,1,47,0,2
53378.0,489,6,152,8,6,132,10,9,4,6,8,59,2,0
45579.0,145,1,33,2,1,1,1,4,1,4,6,74,1,0
85485.0,630,26,611,44,18,54,1,6,6,6,2,64,0,0
55956.0,760,38,104,50,9,38,2,7,3,4,4,78,0,0
64191.0,420,15,186,151,38,15,3,5,3,13,3,59,1,0
38808.0,125,17,52,3,19,30,4,5,1,4,8,50,1,1
57183.0,464,5,64,7,0,70,8,9,1,7,8,56,2,0
23748.0,6,6,29,12,15,8,3,2,1,3,8,54,1,0
66303.0,1090,12,96,16,12,60,4,3,4,11,8,51,1,0
37368.0,3,2,11,2,2,10,1,1,0,2,6,47,1,1
40800.0,24,0,27,8,30,10,2,3,0,3,7,58,3,0
71847.0,737,21,106,55,63,210,0,6,7,9,3,44,0,1
46149.0,254,6,71,4,0,27,5,5,1,7,5,47,1,0
78687.0,817,185,687,145,55,241,1,4,6,8,2,39,0,0
49118.0,620,54,239,99,98,119,2,9,7,10,7,51,0,1
37633.0,13,4,20,0,0,1,2,1,0,3,9,65,2,0
39767.0,113,61,204,34,26,47,2,7,1,7,8,71,0,0
26997.0,7,23,78,133,49,144,2,4,2,5,7,71,0,0
33986.0,16,2,18,2,1,5,1,1,0,3,7,52,1,0
57091.0,462,0,24,6,0,4,2,9,2,5,7,50,1,0
46831.0,22,2,10,6,4,34,2,1,2,2,4,53,2,0
83151.0,968,147,842,137,42,210,1,5,7,10,2,50,0,2
52531.0,283,112,151,51,72,125,2,7,2,10,6,51,0,0
22804.0,14,1,7,2,1,1,1,2,0,2,9,51,1,0
43050.0,30,5,24,6,3,8,2,2,0,4,5,49,1,0
42997.0,4,0,5,0,1,5,1,1,0,2,7,45,2,0
48918.0,52,0,9,0,0,1,2,1,0,4,4,59,2,0
60033.0,62,1,57,19,11,48,2,2,1,5,2,68,1,0
34043.0,20,2,14,3,0,10,1,2,0,2,9,44,1,0
57811.0,545,7,114,37,21,78,5,7,2,11,5,56,1,0
78569.0,558,79,622,207,175,95,1,4,6,4,1,76,0,0
94384.0,1111,24,790,160,45,172,0,5,8,5,2,69,0,1
23148.0,4,6,8,6,3,10,1,2,0,3,7,37,0,0
44267.0,183,5,65,3,5,49,5,5,2,4,9,52,2,0
71626.0,546,72,376,94,145,72,1,5,5,8,3,43,0,0
60894.0,606,7,155,10,0,54,5,10,3,8,7,56,1,0
50200.0,266,6,51,8,6,64,6,7,1,5,8,46,2,0
81051.0,1142,29,249,38,29,14,1,5,5,12,2,57,0,0
65169.0,1074,0,69,0,0,46,1,10,4,13,6,40,0,3
59868.0,771,51,154,54,10,154,7,11,2,12,6,50,1,0
65695.0,371,32,189,0,58,6,2,5,4,10,4,62,1,0
64857.0,556,14,717,210,0,43,1,7,5,10,4,66,0,0
45143.0,202,5,74,11,5,14,3,6,1,5,7,57,1,0
74805.0,209,162,209,41,162,37,5,4,7,10,2,67,1,0
59060.0,35,40,111,36,40,12,3,3,1,7,4,33,1,0
27238.0,37,0,17,0,0,3,3,3,0,3,9,60,2,0
47009.0,171,45,73,59,10,90,4,3,2,8,4,57,1,0
46094.0,12,2,20,3,2,5,1,1,0,3,7,49,2,0
40321.0,44,4,21,6,0,27,2,3,0,3,7,50,2,0
37235.0,20,2,9,4,6,20,1,1,1,2,4,38,1,0
81843.0,779,86,537,34,69,138,1,5,9,12,3,62,0,0
46692.0,170,6,97,24,12,88,3,6,1,5,6,64,1,0
77382.0,491,48,231,112,105,134,2,5,7,12,1,54,1,0
37774.0,173,8,107,7,2,176,4,7,2,3,9,45,2,1
72828.0,1205,0,235,19,14,205,6,6,3,13,7,60,1,0
24711.0,10,7,25,6,3,7,1,3,0,3,7,40,0,0
45503.0,97,4,44,6,1,18,1,3,1,4,5,47,1,0
71604.0,345,53,528,98,75,97,1,8,3,5,4,77,0,1
27244.0,6,5,17,3,24,46,2,2,2,2,7,43,1,0
48752.0,73,57,100,71,15,0,5,6,1,5,9,53,2,0
71434.0,711,36,217,172,96,168,3,7,4,7,4,60,1,1
90842.0,774,70,118,182,187,93,1,4,9,13,1,74,0,0
88097.0,163,0,480,0,126,75,1,6,5,8,9,44,1,1
51948.0,82,33,54,71,30,41,2,5,2,4,5,47,1,0
71853.0,358,108,413,141,97,32,1,2,8,6,1,40,0,0
35876.0,66,2,40,4,3,14,1,3,1,3,6,39,0,0
40049.0,13,6,7,0,3,3,1,1,0,3,6,70,1,0
39660.0,139,13,78,20,13,36,3,7,1,3,9,40,1,0
50127.0,274,0,21,4,6,15,1,5,1,6,6,60,1,0
43263.0,262,6,61,0,10,102,3,5,2,6,5,45,1,0
62845.0,1099,0,45,0,0,34,11,3,4,10,8,73,2,0
24367.0,2,4,2,0,11,5,1,1,0,2,9,40,1,0
33249.0,6,10,21,19,14,42,2,2,1,3,6,47,1,0
26887.0,6,7,4,3,4,6,1,1,0,3,6,63,1,0
50150.0,135,46,92,65,61,11,2,5,2,7,5,39,0,0
62061.0,641,7,84,0,30,38,3,10,4,7,6,46,1,0
85696.0,714,76,395,116,0,12,1,4,6,9,1,60,0,0
76542.0,794,73,573,0,29,14,1,4,8,10,2,66,0,0
70515.0,420,0,452,182,64,140,1,6,6,4,2,29,0,0
69139.0,86,12,75,33,15,6,1,4,1,5,4,57,1,0
69109.0,823,25,459,124,29,95,1,6,6,7,4,40,0,0
69627.0,231,161,215,171,30,53,2,8,2,11,5,60,1,0
38136.0,8,15,27,0,20,33,2,3,1,2,8,44,1,1
62159.0,182,17,259,77,70,29,1,6,2,10,4,76,0,0
80695.0,557,129,984,193,37,18,1,5,8,5,2,59,0,0
