Income,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Year,Age,Edu,Household,Days_Enrolled,Total_Spent,Age_group,Children,Total_AcceptedCmp
76982.0,464,151,292,65,60,30,1,8,3,4,4,2014,55,Grad,single,2904,1062,50-60,0,0
57247.0,99,4,32,37,54,6,2,2,1,7,2,2013,70,Undergrad,couple,3095,232,60-70,1,0
22944.0,19,3,19,4,5,26,3,3,0,3,7,2013,41,Postgrad,single,2958,76,40-50,1,0
25315.0,1,9,8,11,3,22,3,3,0,3,8,2013,45,Undergrad,couple,3123,54,40-50,1,0
43638.0,63,10,83,7,19,19,2,4,1,4,7,2012,53,Grad,single,3521,201,50-60,1,0
42710.0,252,3,42,4,3,102,2,4,5,3,6,2012,38,Postgrad,single,3348,406,30-40,1,0
84169.0,1478,19,403,0,19,0,1,7,6,6,3,2013,40,Postgrad,couple,3126,1919,30-40,0,0
54058.0,198,18,252,32,108,54,2,4,6,8,3,2013,46,Grad,couple,3219,662,40-50,1,0
24683.0,8,4,10,6,7,6,2,2,0,4,5,2014,32,Undergrad,couple,2735,41,30-40,1,0
85620.0,416,46,925,60,107,46,1,3,6,4,1,2014,58,Grad,single,2768,1600,50-60,0,0
47850.0,42,7,43,20,12,10,1,3,0,4,6,2013,42,Grad,couple,3244,134,40-50,1,0
19514.0,14,3,21,2,1,28,4,3,1,2,8,2014,54,Grad,couple,2924,69,50-60,2,1
27159.0,17,0,3,0,0,1,2,1,0,3,6,2014,49,Postgrad,couple,2862,21,40-50,2,0
39548.0,15,4,10,3,4,18,2,1,1,3,3,2014,59,Undergrad,single,2860,54,50-60,2,0
21474.0,6,16,24,11,0,34,2,3,1,2,7,2014,33,Grad,single,2734,91,30-40,1,1
60504.0,458,0,24,6,4,34,2,6,2,8,6,2014,51,Postgrad,single,2767,526,50-60,1,0
22419.0,30,3,47,19,21,42,1,3,2,2,8,2013,59,Grad,couple,3207,162,50-60,0,0
81698.0,179,28,520,111,123,47,1,3,8,13,1,2013,73,Postgrad,couple,3153,1008,70-80,0,0
43462.0,90,17,97,15,6,15,6,4,1,5,8,2012,70,Grad,couple,3337,240,60-70,2,0
54880.0,308,85,137,102,45,118,2,6,2,11,5,2013,44,Postgrad,single,3312,795,40-50,1,0
79908.0,557,129,761,29,185,111,1,5,6,7,2,2013,40,Grad,couple,3191,1772,30-40,0,0
15315.0,7,4,13,15,8,17,2,2,0,4,5,2013,52,Undergrad,couple,3248,64,50-60,0,0
87771.0,1492,38,287,50,57,33,1,5,10,4,6,2013,63,Grad,couple,3173,1957,60-70,1,2
33039.0,30,8,12,8,8,12,1,2,0,4,5,2013,44,Grad,couple,3063,78,40-50,1,0
81741.0,249,153,940,58,134,38,0,6,6,7,2,2013,42,Grad,single,3148,1572,40-50,0,0
71499.0,465,25,132,136,0,37,2,8,3,13,4,2013,51,Postgrad,couple,3139,795,50-60,1,0
62466.0,129,129,259,168,121,83,5,6,3,12,4,2014,52,Undergrad,couple,2935,889,50-60,1,0
48799.0,174,18,81,28,6,24,3,3,2,7,3,2013,59,Postgrad,single,3184,331,50-60,1,0
52157.0,189,2,29,3,2,40,2,3,2,5,4,2014,72,Postgrad,couple,2763,265,70-80,1,0
66565.0,747,10,161,65,40,42,4,4,2,9,8,2012,60,Grad,single,3548,1065,50-60,1,0
29298.0,6,0,2,2,0,1,1,1,0,2,5,2013,71,Postgrad,couple,3125,11,70-80,2,0
47691.0,14,0,3,0,0,4,1,1,0,2,6,2013,43,Grad,single,3188,21,40-50,1,0
38200.0,12,0,4,0,0,1,1,1,0,2,7,2012,52,Grad,couple,3487,17,50-60,2,0
44989.0,98,0,106,49,10,106,5,5,1,5,6,2012,48,Grad,couple,3337,369,40-50,1,0
38443.0,32,0,5,0,0,1,2,1,0,3,7,2014,54,Postgrad,couple,2923,38,50-60,2,0
38593.0,51,12,49,17,24,24,3,4,1,3,8,2013,44,Undergrad,single,3059,177,40-50,1,0
64413.0,200,5,44,0,10,20,1,5,1,5,5,2013,52,Postgrad,couple,3307,279,50-60,1,0
36959.0,25,6,25,6,0,0,2,2,0,3,8,2013,41,Postgrad,couple,3274,62,40-50,1,0
61996.0,1050,12,144,0,0,24,3,6,4,8,5,2013,45,Postgrad,couple,3284,1230,40-50,1,2
51287.0,117,0,22,13,0,30,3,4,1,3,7,2014,54,Grad,couple,2946,182,50-60,2,0
13260.0,9,4,17,10,2,7,4,3,0,3,8,2013,52,Grad,couple,3080,49,50-60,2,0
47472.0,56,0,11,0,0,8,2,2,0,4,5,2013,56,Postgrad,couple,3056,75,50-60,2,0
54603.0,145,13,46,17,2,4,6,4,2,4,7,2013,66,Postgrad,couple,3065,227,60-70,2,0
45207.0,203,0,10,0,0,2,5,3,1,6,6,2012,48,Postgrad,couple,3396,215,40-50,2,0
40689.0,270,3,27,39,6,99,7,7,1,5,8,2013,71,Grad,couple,3238,444,70-80,1,0
47821.0,9,0,16,6,6,10,1,1,0,3,8,2013,55,Undergrad,couple,3022,47,50-60,2,0
27450.0,37,12,23,8,11,52,1,2,1,3,7,2013,71,Postgrad,couple,3210,143,70-80,0,0
39453.0,46,0,7,0,0,2,2,2,0,3,6,2014,39,Grad,couple,2887,55,30-40,1,0
26850.0,31,1,13,7,2,9,4,2,1,4,4,2014,51,Undergrad,couple,2842,63,50-60,2,0
79800.0,1060,21,530,32,0,224,1,5,11,5,3,2012,67,Grad,single,3414,1867,60-70,0,2
61794.0,264,47,188,54,47,11,2,4,4,10,2,2013,61,Postgrad,couple,3058,611,60-70,1,0
53863.0,399,4,30,6,4,30,3,7,1,7,7,2014,67,Grad,couple,2813,473,60-70,1,0
24221.0,8,9,9,2,5,22,1,1,1,3,4,2013,63,Grad,couple,3083,55,60-70,0,0
39684.0,19,0,35,6,4,17,2,2,1,2,7,2012,38,Postgrad,single,3336,81,30-40,1,0
92163.0,817,183,797,106,163,20,0,5,11,5,2,2012,47,Postgrad,couple,3334,2086,40-50,0,1
69882.0,292,127,635,132,127,165,1,3,7,9,1,2013,57,Postgrad,single,3031,1478,50-60,0,0
33178.0,12,6,2,11,2,16,1,1,0,3,4,2014,45,Grad,couple,2920,49,40-50,1,0
59973.0,130,30,168,20,34,0,1,3,4,7,1,2013,50,Postgrad,couple,3002,382,40-50,0,0
17459.0,6,4,16,3,10,30,3,3,1,2,7,2013,47,Postgrad,couple,3053,69,40-50,1,0
23910.0,16,12,18,7,1,13,1,2,0,3,7,2012,53,Grad,single,3381,67,50-60,1,0
42169.0,19,0,9,0,0,2,2,1,0,3,8,2013,53,Postgrad,couple,3023,30,50-60,2,0
26224.0,4,7,15,13,9,15,3,2,1,3,6,2013,44,Undergrad,couple,3219,63,40-50,1,0
31089.0,31,3,31,2,8,4,3,3,0,4,8,2012,41,Grad,couple,3451,79,40-50,1,0
30081.0,36,0,2,0,0,4,1,1,0,3,7,2013,61,Grad,single,3263,42,60-70,1,0
62807.0,526,28,135,10,21,99,3,5,3,12,5,2012,62,Grad,couple,3437,819,60-70,1,0
72906.0,400,32,519,71,75,54,1,3,4,9,1,2013,67,Grad,single,3055,1151,60-70,0,0
61467.0,410,16,114,0,5,49,3,5,2,10,5,2012,74,Postgrad,couple,3425,594,70-80,2,0
49618.0,80,3,26,4,2,14,4,3,1,3,7,2013,56,Postgrad,couple,3289,129,50-60,2,0
21888.0,88,10,46,2,3,64,4,5,1,2,10,2012,36,Postgrad,single,3317,213,30-40,1,0
42429.0,55,0,6,2,0,4,2,1,1,3,5,2014,49,Grad,single,2644,67,40-50,1,0
26150.0,5,1,13,3,5,1,1,1,0,3,7,2013,66,Grad,single,3008,28,60-70,3,0
30801.0,8,4,5,15,2,11,2,1,0,3,7,2012,47,Undergrad,couple,3381,45,40-50,1,0
81168.0,410,0,592,147,22,22,1,6,4,7,3,2014,57,Grad,couple,2764,1193,50-60,0,1
26877.0,101,13,76,20,18,40,2,3,1,6,6,2013,53,Postgrad,single,3084,268,50-60,0,0
45006.0,162,25,53,16,0,10,1,3,1,7,3,2013,78,Postgrad,single,3116,266,70-80,0,0
18978.0,2,8,1,4,7,15,1,1,0,3,8,2012,49,Undergrad,couple,3364,37,40-50,1,0
22574.0,25,0,8,2,0,2,2,2,0,3,7,2013,55,Grad,couple,3014,37,50-60,3,0
48240.0,389,91,248,64,49,41,3,6,3,13,5,2012,53,Postgrad,single,3426,882,50-60,0,0
45837.0,215,13,87,17,17,24,5,6,2,5,7,2013,48,Grad,couple,3108,373,40-50,2,0
35791.0,27,0,5,0,0,3,2,1,0,3,8,2013,57,Postgrad,single,3159,35,50-60,3,0
162397.0,85,1,16,2,1,2,0,0,0,1,1,2013,46,Postgrad,couple,3250,107,40-50,2,0
54162.0,5,6,10,6,5,10,1,1,0,3,4,2013,44,Grad,single,3238,42,40-50,2,0
30522.0,179,8,83,19,11,26,5,1,2,9,2,2012,62,Postgrad,couple,3451,326,60-70,1,0
54456.0,352,0,27,10,0,15,3,6,1,7,6,2013,61,Postgrad,couple,3004,404,60-70,1,0
31632.0,17,8,12,11,15,32,1,2,1,2,7,2013,51,Grad,single,3120,95,50-60,0,0
72298.0,625,35,169,58,17,35,1,4,3,6,1,2014,73,Grad,single,2674,939,70-80,0,0
36975.0,10,6,11,0,4,2,1,1,0,3,7,2013,44,Undergrad,single,2953,33,40-50,1,0
72635.0,390,22,323,104,35,107,1,6,8,6,3,2013,67,Undergrad,couple,3250,981,60-70,0,1
13624.0,10,2,15,2,1,6,2,2,0,3,6,2013,46,Grad,couple,3295,36,40-50,1,0
84196.0,215,63,507,231,31,190,1,8,4,7,3,2013,47,Grad,single,3250,1237,40-50,1,0
70971.0,1001,17,572,93,125,17,7,11,11,5,7,2012,62,Grad,couple,3416,1825,60-70,1,0
34487.0,19,18,33,24,1,8,3,3,0,3,9,2012,45,Postgrad,single,3520,103,40-50,2,0
28769.0,41,5,129,10,3,3,3,4,1,4,9,2012,45,Grad,single,3328,191,40-50,1,0
69084.0,1181,107,199,39,30,30,2,7,3,13,8,2013,52,Postgrad,couple,2992,1586,50-60,1,0
65488.0,603,45,207,36,18,54,1,3,4,6,1,2014,64,Postgrad,couple,2786,963,60-70,0,0
62466.0,129,129,259,168,121,83,5,6,3,12,4,2014,52,Undergrad,couple,2935,889,50-60,1,0
32218.0,10,24,15,13,1,30,1,2,1,3,7,2014,62,Undergrad,single,2904,93,60-70,0,1
83917.0,514,22,732,42,198,79,1,6,7,7,3,2013,49,Grad,single,3207,1587,40-50,0,0
46102.0,14,0,1,0,0,1,1,1,0,2,7,2014,60,Grad,single,2674,16,50-60,3,0
84574.0,387,20,713,38,54,163,1,9,11,11,5,2013,70,Grad,single,3219,1375,60-70,0,0
56181.0,121,103,69,8,44,48,1,4,2,7,4,2013,60,Grad,couple,3102,393,50-60,1,0
63120.0,965,69,279,54,41,69,5,8,4,9,7,2012,72,Postgrad,single,3409,1477,70-80,1,0
73691.0,707,21,250,85,43,73,2,6,2,8,2,2013,51,Grad,couple,3153,1179,50-60,1,1
63381.0,571,50,142,33,50,159,4,4,5,13,2,2012,62,Grad,couple,3550,1005,60-70,1,0
76140.0,586,66,653,17,0,26,1,5,9,6,2,2014,74,Postgrad,couple,2817,1348,70-80,0,0
62859.0,1063,89,102,16,12,25,4,9,4,6,6,2012,63,Postgrad,single,3316,1307,60-70,1,0
45906.0,305,3,27,4,3,144,2,5,4,4,5,2013,58,Grad,single,3129,486,50-60,1,1
77632.0,1200,105,758,0,42,147,1,4,2,6,2,2013,75,Postgrad,couple,3039,2252,70-80,0,0
46463.0,163,2,40,8,11,11,7,3,1,6,6,2013,51,Postgrad,couple,3085,235,50-60,2,0
105471.0,1009,181,104,202,21,207,0,9,8,13,3,2013,52,Grad,couple,3294,1724,50-60,0,1
55282.0,125,6,73,8,4,19,1,3,1,6,4,2013,52,Postgrad,single,2968,235,50-60,1,0
78710.0,721,0,152,119,50,50,3,7,6,12,4,2014,45,Postgrad,couple,2807,1092,40-50,1,0
66886.0,315,4,62,41,31,146,2,7,1,7,5,2013,64,Grad,couple,3056,599,60-70,1,0
98777.0,1000,19,711,125,115,38,0,4,6,9,1,2014,62,Postgrad,single,2902,2008,60-70,0,0
29103.0,16,0,17,6,3,6,2,1,0,3,9,2012,37,Grad,couple,3441,48,30-40,1,0
67445.0,757,80,217,29,80,11,5,9,6,12,6,2012,48,Grad,couple,3338,1174,40-50,1,0
50616.0,30,2,25,0,1,9,1,1,1,4,2,2014,72,Postgrad,couple,2847,67,70-80,1,0
49431.0,219,3,100,26,0,17,2,7,1,5,8,2012,67,Grad,single,3613,365,60-70,1,0
153924.0,1,1,1,1,1,1,0,0,0,0,0,2014,47,Grad,single,2767,6,40-50,0,0
61278.0,111,3,28,2,6,15,2,3,1,4,6,2014,69,Grad,couple,2859,165,60-70,1,0
26490.0,45,47,52,21,20,25,2,3,1,5,6,2012,64,Undergrad,couple,3415,210,60-70,0,0
73059.0,410,112,420,0,82,71,1,9,3,13,4,2013,75,Postgrad,couple,3072,1095,70-80,1,0
46734.0,100,1,39,6,1,76,4,3,2,3,6,2013,56,Postgrad,single,3021,223,50-60,3,1
56253.0,509,0,65,7,11,5,4,7,2,9,6,2012,59,Grad,couple,3487,597,50-60,1,0
19986.0,3,6,5,0,2,6,1,0,0,3,7,2013,37,Grad,couple,2997,22,30-40,1,0
58330.0,445,53,213,104,98,151,1,6,4,13,4,2013,47,Grad,single,2956,1064,40-50,1,0
25965.0,2,2,11,41,7,11,1,2,0,3,8,2012,42,Undergrad,couple,3490,74,40-50,0,0
14661.0,4,1,11,6,2,2,1,1,0,3,6,2013,66,Postgrad,couple,3314,26,60-70,0,0
18690.0,6,1,7,23,4,19,1,1,1,2,8,2012,63,Grad,couple,3318,60,60-70,0,0
45068.0,14,0,3,0,0,3,1,1,0,2,7,2013,48,Postgrad,couple,3179,20,40-50,1,0
21063.0,1,10,11,19,3,15,2,2,0,3,6,2013,35,Undergrad,single,3047,59,30-40,1,0
29187.0,26,0,6,0,0,2,1,1,0,3,8,2013,54,Postgrad,couple,3067,34,50-60,1,0
54690.0,111,16,37,7,9,18,3,3,1,5,3,2013,51,Undergrad,couple,3123,198,50-60,2,0
59304.0,418,61,428,80,51,10,3,7,8,10,5,2013,58,Postgrad,couple,3105,1048,50-60,1,0
59247.0,327,9,122,19,14,83,5,5,2,9,6,2013,60,Postgrad,single,3092,574,50-60,2,0
66731.0,371,159,194,58,106,141,4,4,3,6,3,2012,52,Grad,single,3337,1029,50-60,1,0
77353.0,275,59,107,69,101,59,2,6,4,8,4,2013,42,Grad,couple,2965,670,40-50,1,0
52614.0,789,0,142,12,9,38,2,2,4,8,8,2012,47,Postgrad,single,3669,990,40-50,1,0
26751.0,1,1,5,0,3,1,1,1,0,2,8,2014,48,Grad,couple,2808,11,40-50,2,0
81300.0,1004,12,145,32,12,36,3,10,3,5,5,2012,59,Postgrad,couple,3377,1241,50-60,1,1
70337.0,187,81,149,25,43,91,1,2,2,12,1,2014,43,Grad,single,2918,576,40-50,0,0
36145.0,56,4,76,17,1,18,4,4,1,3,9,2013,37,Undergrad,couple,3148,172,30-40,1,1
65295.0,365,32,117,34,110,6,1,3,3,13,2,2013,42,Postgrad,single,2958,664,40-50,0,0
68118.0,595,23,123,10,23,154,2,8,9,4,6,2013,59,Grad,single,3024,928,50-60,1,0
68743.0,1132,134,384,175,134,115,1,11,5,13,7,2012,55,Grad,single,3438,2074,50-60,0,0
41039.0,34,11,137,179,61,45,1,8,1,5,8,2013,40,Undergrad,couple,3109,467,30-40,0,0
38946.0,116,6,82,6,6,41,2,3,1,6,5,2013,67,Grad,couple,3018,257,60-70,1,0
65777.0,565,32,435,28,32,54,1,2,8,6,1,2013,55,Grad,couple,2962,1146,50-60,0,0
66476.0,372,18,126,47,48,78,2,5,2,11,4,2013,46,Postgrad,single,3131,689,40-50,1,0
86857.0,899,102,838,133,102,40,1,5,6,10,2,2012,50,Postgrad,single,3337,2114,40-50,0,0
160803.0,55,16,1622,17,3,4,15,0,28,1,0,2012,40,Postgrad,couple,3582,1717,30-40,0,0
77845.0,760,40,480,0,40,26,1,3,5,12,1,2014,33,Postgrad,couple,2814,1346,30-40,0,1
69476.0,260,86,559,63,9,67,1,4,6,4,2,2013,53,Postgrad,couple,3042,1044,50-60,0,0
50611.0,459,0,24,6,0,4,6,4,5,7,6,2012,62,Postgrad,single,3580,493,60-70,1,0
61209.0,466,0,224,119,49,99,1,5,3,4,2,2013,52,Grad,single,3078,957,50-60,0,0
42315.0,67,15,80,17,11,80,3,1,4,4,3,2013,64,Postgrad,couple,2974,270,60-70,1,0
13084.0,2,0,7,3,7,10,1,1,0,3,6,2013,70,Undergrad,couple,3273,29,60-70,0,0
47570.0,67,1,20,0,2,31,3,2,2,2,7,2013,73,Postgrad,single,3166,121,70-80,2,0
61923.0,92,4,18,3,3,6,1,2,1,4,3,2013,61,Postgrad,couple,3108,126,60-70,2,0
34824.0,4,2,11,2,0,4,1,1,0,2,6,2014,27,Grad,single,2865,23,20-30,0,0
26518.0,20,1,28,3,3,2,3,2,0,3,8,2013,73,Postgrad,single,3099,57,70-80,2,0
45938.0,273,11,178,62,83,29,2,8,4,6,6,2013,61,Grad,single,3245,636,60-70,0,0
78468.0,434,22,388,104,22,34,1,10,7,10,4,2014,62,Grad,couple,2703,1004,60-70,0,1
78901.0,321,11,309,33,26,34,3,9,3,5,4,2013,49,Grad,single,3055,734,40-50,1,0
71427.0,212,123,177,15,64,23,2,8,2,8,4,2014,44,Grad,couple,2613,614,40-50,2,0
71022.0,909,12,278,0,12,242,3,5,2,11,8,2014,44,Grad,single,2644,1453,40-50,1,1
90247.0,1184,32,352,21,16,16,1,3,4,7,1,2014,34,Postgrad,single,2831,1621,30-40,0,1
41335.0,112,19,21,16,14,5,3,4,1,4,7,2013,54,Postgrad,single,2955,187,50-60,1,0
71952.0,656,80,455,52,107,93,2,8,4,8,4,2013,36,Grad,couple,3041,1443,30-40,1,1
35682.0,23,0,8,6,2,18,1,1,1,3,2,2014,52,Postgrad,single,2772,57,50-60,1,0
43185.0,537,6,42,16,6,30,2,9,3,6,8,2013,71,Grad,single,3038,637,70-80,1,0
66375.0,712,0,45,0,0,191,3,2,4,5,7,2013,74,Postgrad,couple,2990,948,70-80,1,1
35178.0,23,1,13,2,2,18,1,1,1,2,7,2013,51,Postgrad,couple,3041,59,50-60,1,1
25252.0,1,3,4,2,2,6,1,1,0,2,8,2013,36,Grad,couple,2974,18,30-40,1,0
55250.0,664,58,83,32,0,66,4,7,5,10,5,2012,57,Postgrad,single,3386,903,50-60,1,0
33249.0,6,10,21,19,14,42,2,2,1,3,6,2013,47,Grad,single,3264,112,40-50,1,0
58398.0,299,5,201,21,21,49,3,5,4,8,4,2013,69,Grad,couple,3181,596,60-70,0,0
50272.0,99,13,66,43,8,4,3,4,1,5,7,2013,40,Grad,couple,3126,233,30-40,1,0
76618.0,749,40,294,121,160,147,1,3,2,5,1,2012,47,Postgrad,couple,3487,1511,40-50,0,0
87305.0,345,25,501,63,138,80,1,5,3,8,2,2012,62,Undergrad,single,3414,1152,60-70,0,0
25851.0,9,4,18,7,5,5,2,2,0,3,7,2013,44,Grad,couple,3009,48,40-50,1,0
58710.0,440,81,368,0,122,174,6,11,5,9,6,2013,52,Grad,single,3225,1185,50-60,1,0
45160.0,8,2,5,3,0,3,1,1,0,2,7,2014,64,Grad,single,2862,21,60-70,2,0
74806.0,670,9,249,0,28,9,2,5,4,5,4,2012,57,Postgrad,couple,3327,965,50-60,1,0
59111.0,524,0,134,28,28,155,1,11,1,8,7,2013,68,Grad,couple,3279,869,60-70,0,0
18988.0,6,0,6,2,1,1,2,1,0,3,7,2014,38,Postgrad,couple,2807,16,30-40,1,0
72190.0,597,166,597,172,166,249,1,5,6,4,3,2013,57,Grad,couple,3271,1947,50-60,0,0
7500.0,7,0,12,13,7,32,5,4,1,2,9,2012,46,Grad,couple,3673,71,40-50,1,1
44794.0,54,0,7,0,0,4,1,2,0,3,6,2014,56,Grad,couple,2732,65,50-60,1,0
80395.0,445,25,706,80,76,48,1,6,5,12,2,2013,67,Grad,couple,2988,1380,60-70,0,1
75012.0,294,142,218,164,58,151,1,3,8,11,1,2014,46,Postgrad,single,2925,1027,40-50,0,0
56962.0,292,3,77,10,3,26,7,6,3,5,7,2013,57,Postgrad,couple,3001,411,50-60,3,0
89891.0,412,22,132,59,28,183,1,11,6,8,4,2013,31,Grad,couple,3210,836,30-40,0,0
35946.0,8,0,3,0,0,0,1,0,0,3,5,2013,73,Postgrad,single,3045,11,70-80,2,0
53593.0,349,4,78,6,0,43,8,7,2,6,8,2012,69,Postgrad,couple,3491,480,60-70,2,0
66373.0,328,9,124,12,24,109,7,4,2,10,3,2013,44,Grad,couple,2975,606,40-50,2,0
45072.0,144,2,99,7,2,30,5,6,1,4,8,2013,74,Postgrad,single,3026,284,70-80,3,0
89694.0,1126,28,211,37,28,42,3,4,3,4,5,2013,49,Grad,single,3062,1472,40-50,2,1
72025.0,967,0,617,43,50,0,1,4,8,13,2,2014,73,Grad,couple,2831,1677,70-80,0,1
67432.0,432,79,341,177,136,170,2,8,5,4,4,2013,49,Grad,couple,3227,1335,40-50,1,0
70545.0,138,39,63,55,18,21,1,4,1,7,2,2014,70,Postgrad,couple,2885,334,60-70,1,0
17487.0,0,0,1,7,4,6,1,1,0,2,7,2013,33,Undergrad,couple,3238,18,30-40,1,0
62882.0,509,133,497,78,24,97,2,7,5,6,4,2012,53,Grad,couple,3429,1338,50-60,1,0
64108.0,948,10,86,13,21,21,4,6,9,11,5,2013,69,Postgrad,single,3233,1099,60-70,1,0
34941.0,39,2,25,4,3,24,2,3,0,3,8,2013,66,Postgrad,couple,3161,97,60-70,2,0
48767.0,28,1,21,3,0,10,3,2,1,3,5,2014,72,Postgrad,single,2949,63,70-80,3,0
38702.0,13,11,24,13,8,40,2,3,0,4,6,2013,44,Undergrad,couple,3307,109,40-50,1,0
82224.0,307,26,360,138,31,40,1,6,9,5,3,2014,58,Grad,couple,2925,902,50-60,0,1
83844.0,901,31,345,75,31,191,1,4,4,11,1,2013,70,Grad,couple,2976,1574,60-70,0,0
17003.0,2,5,12,4,8,7,3,2,0,4,5,2013,47,Undergrad,couple,3060,38,40-50,1,0
71163.0,283,17,372,138,106,44,1,3,8,12,1,2014,27,Grad,single,2704,960,20-30,0,0
33697.0,4,3,7,0,3,11,1,1,0,2,7,2013,52,Grad,single,3057,28,50-60,1,1
63564.0,769,80,252,15,34,65,1,10,10,7,6,2014,68,Undergrad,couple,2921,1215,60-70,0,1
83443.0,518,42,742,55,56,84,1,6,10,5,2,2013,50,Postgrad,couple,2950,1497,40-50,0,0
51518.0,350,8,66,17,4,4,2,3,2,10,3,2013,64,Postgrad,couple,3246,449,60-70,1,0
58330.0,445,53,213,104,98,151,1,6,4,13,4,2013,47,Grad,single,2956,1064,40-50,1,0
80952.0,778,178,689,41,27,44,1,8,5,11,8,2013,53,Grad,couple,3256,1757,50-60,0,1
75507.0,709,93,374,104,80,80,1,8,6,6,3,2014,43,Grad,couple,2914,1440,40-50,0,0
63855.0,359,35,314,93,116,89,1,7,3,13,4,2013,44,Undergrad,couple,3070,1006,40-50,0,0
62220.0,799,12,375,16,12,12,5,7,6,5,6,2012,50,Postgrad,couple,3368,1226,40-50,1,0
58512.0,895,10,101,13,0,152,5,3,4,8,8,2013,58,Grad,couple,3053,1171,50-60,1,0
40662.0,40,2,23,0,4,23,2,2,1,3,4,2013,43,Postgrad,couple,3241,92,40-50,1,0
38829.0,76,0,7,0,0,16,1,3,2,2,5,2014,63,Postgrad,couple,2795,99,60-70,1,0
35523.0,11,5,22,12,5,11,2,3,0,3,7,2013,41,Undergrad,couple,3246,66,40-50,1,0
79146.0,245,16,223,21,43,16,2,8,1,8,6,2014,55,Grad,single,2836,564,50-60,2,0
78285.0,647,107,391,175,67,40,1,6,4,10,3,2013,34,Postgrad,couple,3014,1427,30-40,0,0
31626.0,39,1,9,2,1,34,1,2,1,2,7,2013,44,Postgrad,single,3037,86,40-50,1,1
75127.0,203,35,305,46,17,227,1,2,11,5,1,2014,70,Grad,single,2808,833,60-70,0,0
48726.0,138,3,38,4,0,59,3,3,2,4,6,2013,67,Grad,couple,3198,242,60-70,1,0
74985.0,587,51,898,247,0,86,1,3,6,7,2,2012,45,Grad,couple,3367,1869,40-50,0,0
67430.0,595,97,291,127,133,121,1,11,5,12,6,2012,35,Grad,couple,3551,1364,30-40,0,0
46891.0,43,12,23,29,15,61,1,2,1,4,4,2013,57,Undergrad,couple,3306,183,50-60,1,0
62058.0,301,7,74,10,0,58,4,6,1,7,6,2013,66,Postgrad,couple,3169,450,60-70,1,0
72063.0,180,32,348,76,32,90,2,5,2,12,2,2013,43,Grad,couple,3249,758,40-50,1,0
78939.0,794,115,243,150,0,205,1,8,5,6,3,2013,71,Postgrad,couple,2969,1507,70-80,0,0
42720.0,392,5,91,28,26,112,8,7,3,7,8,2013,57,Grad,single,3201,654,50-60,2,0
33622.0,39,1,22,3,4,12,3,2,0,4,7,2013,50,Grad,couple,3212,81,40-50,2,0
6835.0,107,2,12,2,2,12,0,0,0,1,20,2012,65,Postgrad,couple,3456,137,60-70,1,0
41452.0,13,0,3,0,0,0,1,1,0,2,7,2013,69,Grad,couple,3161,16,60-70,2,0
40760.0,70,0,17,0,0,6,2,2,1,3,6,2013,57,Postgrad,single,3073,93,50-60,1,0
74250.0,680,11,392,75,0,0,1,2,11,4,1,2014,64,Postgrad,couple,2924,1158,60-70,0,0
51124.0,26,1,11,0,1,4,2,1,0,3,3,2013,67,Postgrad,single,2963,43,60-70,2,0
72258.0,522,0,522,227,120,134,2,6,9,5,2,2013,51,Grad,single,2972,1525,50-60,1,0
71466.0,412,12,546,78,182,0,1,4,4,10,1,2014,48,Postgrad,single,2826,1230,40-50,0,0
36283.0,6,5,5,8,0,5,2,1,0,3,4,2014,46,Grad,couple,2846,29,40-50,2,0
20587.0,2,3,6,4,1,9,1,1,1,2,7,2014,52,Grad,single,2641,25,50-60,1,0
30467.0,1,3,8,2,5,5,1,1,0,2,7,2014,50,Grad,couple,2872,24,40-50,1,0
31590.0,6,2,15,6,6,3,1,1,0,3,8,2013,50,Grad,couple,3146,38,40-50,1,0
20425.0,4,12,5,3,16,17,2,2,0,3,7,2012,36,Undergrad,couple,3378,57,30-40,1,0
17144.0,18,2,19,0,2,6,5,3,0,4,7,2014,62,Postgrad,couple,2904,47,60-70,2,0
42564.0,324,48,186,39,18,198,6,6,8,4,7,2013,54,Postgrad,single,3283,813,50-60,1,1
43783.0,327,9,125,25,4,139,6,7,1,8,7,2014,44,Postgrad,couple,2801,629,40-50,1,1
40780.0,229,27,71,13,3,34,4,7,1,5,9,2012,46,Grad,single,3459,377,40-50,1,0
62847.0,521,168,706,80,76,61,1,3,6,4,2,2013,77,Postgrad,couple,3300,1612,70-80,0,0
82017.0,184,23,446,30,23,23,1,5,4,7,2,2012,65,Postgrad,couple,3488,729,60-70,0,1
16813.0,4,8,11,12,2,13,1,2,0,3,7,2013,72,Grad,single,3115,50,70-80,0,1
51267.0,183,2,64,7,2,12,4,3,3,5,4,2013,44,Grad,couple,3013,270,40-50,2,0
46524.0,31,19,35,26,14,52,2,1,1,5,3,2013,61,Grad,single,3191,177,60-70,1,0
45183.0,219,3,60,12,9,12,1,4,1,7,7,2013,60,Postgrad,single,3295,315,50-60,0,0
70421.0,479,28,136,75,14,35,3,10,3,7,6,2014,68,Postgrad,couple,2771,767,60-70,1,0
60161.0,584,44,212,46,8,177,3,11,4,8,8,2012,57,Undergrad,single,3384,1071,50-60,1,0
